dataset,error,expected_docs,id,matched,num_returned,query,query_type,returned_docs,returned_scores,top_k
ducks,,['assets/docs/galactic_gazetteer.md'],q17_exfolia,False,0,"What kind of world is Exfolia, and what is special about its sands?",factual,[],[],3
ducks,,['assets/docs/galactic_gazetteer.md'],q18_bristle,False,0,Describe the planet Bristle and how its flora behaves towards visitors.,factual,[],[],3
ducks,,['assets/docs/galactic_gazetteer.md'],q19_latheria,True,2,What kind of world is Latheria and why is it important to the Quack-Federa-tion?,factual,"['assets/docs/the_duck_wars.md', 'assets/docs/galactic_gazetteer.md']","[0.7597, 0.7366]",3
ducks,,['assets/docs/galactic_gazetteer.md'],q20_the_bar_asteroid,False,0,"What is the Bar, and how does it affect Latheria's oceans?",factual,[],[],3
ducks,,['assets/docs/galactic_gazetteer.md'],q21_elastos,True,1,What are the main characteristics of the planet Elastos in the Rubber Rim?,factual,['assets/docs/galactic_gazetteer.md'],[0.7291],3
ducks,,['assets/docs/galactic_gazetteer.md'],q22_squeak_minor,False,0,Why does movement on Squeak Minor generate constant squeaking sounds?,factual,[],[],3
ducks,,['assets/docs/galactic_gazetteer.md'],q23_isoprene,False,0,What is Isoprene and why is it important in Duck history?,factual,[],[],3
ducks,,['assets/docs/galactic_gazetteer.md'],q24_deluge,False,0,Describe the planet Deluge and its main characteristics.,factual,[],[],3
ducks,,['assets/docs/galactic_gazetteer.md'],q25_droplet_planetoid,False,0,What is special about the planetoid Droplet that orbits Deluge?,factual,[],[],3
ducks,,['assets/docs/galactic_gazetteer.md'],q26_nopul_prime,False,0,What kind of world is Nopul-Prime and why is it notable despite being uninteresting?,factual,[],[],3
ducks,,['assets/docs/galactic_gazetteer.md'],q27_voidfish_maw,False,0,What is the Voidfish's Maw and why is it dangerous?,factual,[],[],3
ducks,,['assets/docs/galactic_gazetteer.md'],q28_perfuma,True,1,What makes the planet Perfuma unique and how do the Ducks use it?,factual,['assets/docs/galactic_gazetteer.md'],[0.7063],3
ducks,,['assets/docs/galactic_gazetteer.md'],q29_mistral,False,0,What is the atmosphere of Mistral like and what visual effect does it create?,factual,[],[],3
ducks,,['assets/docs/galactic_gazetteer.md'],q30_wave_rider,False,0,Describe life on Wave-Rider and how its inhabitants use the planet's wave patterns.,factual,[],[],3
ducks,,"['assets/docs/galactic_gazetteer.md', 'assets/docs/duck_technology.md']",q31_squeak_drive_origin,False,2,"Where was the natural phenomenon that inspired the Squeak Drive first observed, and how was it adapted into Duck propulsion technology?",multi_hop,"['assets/docs/duck_technology.md', 'assets/docs/the_duck_wars.md']","[0.7747, 0.7184]",3
ducks,,"['assets/docs/the_duck_wars.md', 'assets/docs/duck_technology.md']",q32_waddles_wave_tech,False,1,"What specific technology did Commodore Waddles use to create the Waddles Wave, and what was that technology originally designed to do?",multi_hop,['assets/docs/duck_technology.md'],[0.7513],3
ducks,,"['assets/docs/galactic_gazetteer.md', 'assets/docs/the_duck_wars.md']",q33_loofah_line_geography_and_battle,True,2,"What kinds of planets and materials are found in the Loofah Line region, and why did those properties make it devastating for the Spong fleet?",multi_hop,"['assets/docs/the_duck_wars.md', 'assets/docs/galactic_gazetteer.md']","[0.7183, 0.7089]",3
ducks,,"['assets/docs/galactic_gazetteer.md', 'assets/docs/duck_technology.md']",q34_elastos_starship_construction,True,3,"What material does the Quack-Federa-tion harvest from Elastos, and how does Duck starship construction technology make use of flexible materials?",multi_hop,"['assets/docs/duck_technology.md', 'assets/docs/the_duck_wars.md', 'assets/docs/galactic_gazetteer.md']","[0.7839, 0.7495, 0.7095]",3
ducks,,"['assets/docs/the_duck_wars.md', 'assets/docs/duck_technology.md']",q35_duck_maneuverability_in_wars,True,2,"What propulsion advantage gave Duck ships their maneuverability edge in the Great Duck Wars, and how does that technology work?",multi_hop,"['assets/docs/duck_technology.md', 'assets/docs/the_duck_wars.md']","[0.8432, 0.784]",3
ducks,,[],q36_duck_population,False,3,What is the total population of the Quack-Federa-tion across all its colony worlds?,out_of_scope,"['assets/docs/the_duck_wars.md', 'assets/docs/galactic_gazetteer.md', 'assets/docs/duck_technology.md']","[0.748, 0.7188, 0.7102]",3
ducks,,[],q37_duck_currency,False,2,What currency do the Ducks use for trade between planets?,out_of_scope,"['assets/docs/the_duck_wars.md', 'assets/docs/duck_technology.md']","[0.732, 0.7319]",3
ducks,,[],q38_duck_lifespan,False,2,"What is the average lifespan of a Duck, and how does it compare to other species in the Celestial Bathtub?",out_of_scope,"['assets/docs/galactic_gazetteer.md', 'assets/docs/the_duck_wars.md']","[0.7351, 0.7339]",3
ducks,,[],q39_duck_wars_casualties,False,2,How many ships and soldiers did the Quack-Federa-tion lose during the Great Duck Wars?,out_of_scope,"['assets/docs/the_duck_wars.md', 'assets/docs/duck_technology.md']","[0.8144, 0.7321]",3
ducks,,[],q40_spong_homeworld,True,0,Where is the homeworld of the Spong civilization and what is it like?,out_of_scope,[],[],3
